gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Adventitial Fibroblast	Airway Smooth Muscle	Alveolar Epithelial Type 1	Alveolar Epithelial Type 2	Alveolar Fibroblast	Artery	B	Basal	Basophil/Mast 1	Bronchial Vessel 1	CD4+ Memory/Effector T	CD4+ Naive T	CD8+ Memory/Effector T	CD8+ Naive T	Capillary	Capillary Aerocyte	Capillary Intermediate 1	Ciliated	Classical Monocyte	Club	Dendritic	Differentiating Basal	Fibromyocyte	Goblet	IGSF21+ Dendritic	Intermediate Monocyte	Ionocyte	Lipofibroblast	Lymphatic	Macrophage	Myeloid Dendritic Type 2	Myofibroblast	Natural Killer	Natural Killer T	Neuroendocrine	Neutrophil	Nonclassical Monocyte	Pericyte	Plasma	Plasmacytoid Dendritic	Proliferating NK/T	Signaling Alveolar Epithelial Type 2	Vascular Smooth Muscle	Vein
PF4	P02776	False	PLF4_HUMAN		CPI-SS01A6823FA	0.0	0.072	0.295	0.289	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	85.169	13.444	0.471	0.0	0.0	0.0	15.896	3.36	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS09FAC4977	0.0	0.0	0.0	0.0	0.0	2.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.476	1.26	23.614	1.113	0.0	0.343	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.557	8.905
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS080683E15	35.937	10.905	1.691	0.03	14.683	14.663	0.0	0.0	0.0	11.972	0.0	0.0	0.0	0.0	295.671	10.429	618.58	6.214	0.0	1.812	0.0	0.023	0.0	3.927	118.875	0.0	0.0	0.45	30.182	31.938	0.0	0.0	0.0	0.077	0.0	0.0	0.0	734.058	0.0	0.0	0.0	0.0	4993.432	1569.286
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0EFE0B07A	166.462	96.717	0.007	0.0	74.422	659.554	0.0	0.0	0.0	246.443	0.0	0.0	0.0	0.0	25.241	3.878	0.807	0.005	0.0	1.643	4.3	0.0	8.533	0.004	31.125	0.0	0.0	576.4	22.068	35.438	0.0	10.481	0.018	0.0	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.0	32.869	43.5
CXCL1	P09341	False	GROA_HUMAN		CPI-SS0C62E5DD8	74.835	0.0	0.734	1690.979	69.258	546.391	0.0	3454.529	0.0	10.217	0.0	0.0	0.0	0.0	408.294	187.164	358.807	58.468	0.066	958.708	0.0	6551.953	0.0	5282.811	758.75	37.167	0.0	1399.3	111.159	209.5	0.0	8.077	0.749	0.0	0.0	23.363	83.704	158.627	0.0	0.0	0.0	27.318	252.773	1341.024
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0698C4DC4	29.247	0.269	8.095	321.354	38.783	33.098	0.0	694.042	11.348	17.142	0.0	0.0	0.0	0.021	43.435	41.762	65.875	13.265	7.0	209.107	100.7	554.674	0.0	1081.519	108.75	173.167	0.0	56.8	1.045	509.031	0.0	0.0	0.113	0.0	0.0	40.77	163.185	6.349	0.0	0.0	0.0	4.473	202.42	261.214
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	940.133	5.382	1100.755	4861.284	73.453	3171.13	0.0	1899.458	147.913	909.594	0.0	0.0	0.0	0.193	594.724	270.106	647.307	82.826	24.698	1049.85	7.5	557.674	0.0	2594.455	1280.125	757.667	0.0	3881.8	356.227	1418.781	0.0	107.288	0.904	141.154	0.036	0.044	57.815	80.911	0.0	3.154	0.059	319.244	186.744	6222.357
PPBP	P02775	False	CXCL7_HUMAN		CPI-SS07AB1C381	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	212.085	22.534	0.24	0.0	2.25	0.031	38.623	0.702	0.0	0.0	0.0	0.536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	22.19	4.078	31.751	326.291	14.536	368.141	0.0	139.512	61.848	102.179	0.0	0.0	0.0	0.032	89.796	87.932	135.284	10.025	8.075	109.018	22.0	42.558	0.0	411.03	1184.75	857.833	255.0	122.1	0.591	1357.0	0.0	116.538	0.002	0.0	0.0	0.0	276.556	12.741	0.0	0.0	0.0	33.806	25.284	647.381
CXCL1	P09341	False	GROA_HUMAN		CPI-SS08102DC9E	74.835	0.0	0.734	1690.979	69.258	546.391	0.0	3454.529	0.0	10.217	0.0	0.0	0.0	0.0	408.294	187.164	358.807	58.468	0.066	958.708	0.0	6551.953	0.0	5282.811	758.75	37.167	0.0	1399.3	111.159	209.5	0.0	8.077	0.749	0.0	0.0	23.363	83.704	158.627	0.0	0.0	0.0	27.318	252.773	1341.024
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0315F51DD	29.247	0.269	8.095	321.354	38.783	33.098	0.0	694.042	11.348	17.142	0.0	0.0	0.0	0.021	43.435	41.762	65.875	13.265	7.0	209.107	100.7	554.674	0.0	1081.519	108.75	173.167	0.0	56.8	1.045	509.031	0.0	0.0	0.113	0.0	0.0	40.77	163.185	6.349	0.0	0.0	0.0	4.473	202.42	261.214
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	940.133	5.382	1100.755	4861.284	73.453	3171.13	0.0	1899.458	147.913	909.594	0.0	0.0	0.0	0.193	594.724	270.106	647.307	82.826	24.698	1049.85	7.5	557.674	0.0	2594.455	1280.125	757.667	0.0	3881.8	356.227	1418.781	0.0	107.288	0.904	141.154	0.036	0.044	57.815	80.911	0.0	3.154	0.059	319.244	186.744	6222.357
PPBP	P02775	False	CXCL7_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	212.085	22.534	0.24	0.0	2.25	0.031	38.623	0.702	0.0	0.0	0.0	0.536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	22.19	4.078	31.751	326.291	14.536	368.141	0.0	139.512	61.848	102.179	0.0	0.0	0.0	0.032	89.796	87.932	135.284	10.025	8.075	109.018	22.0	42.558	0.0	411.03	1184.75	857.833	255.0	122.1	0.591	1357.0	0.0	116.538	0.002	0.0	0.0	0.0	276.556	12.741	0.0	0.0	0.0	33.806	25.284	647.381
GCG	P01275	False	GLUC_HUMAN		CPI-SS056993231	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IAPP	P10997	False	IAPP_HUMAN		CPI-SS00D9A2FD0	0.006	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.017	0.0	0.002	0.0	0.0	0.0	0.009	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALCA	P01258	False	CALC_HUMAN		CPI-SS015B2F961	3.392	0.0	0.0	0.032	4.758	8.772	0.0	0.183	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	458.0	0.0	0.0	0.0	0.0	0.556	0.0	8300.818	0.0	0.0	0.133	0.0	0.0	0.0	0.0	14.665	0.0
CALCA	P06881	False	CALCA_HUMAN		CPI-SS0F531DDEB	3.392	0.0	0.0	0.032	4.758	8.772	0.0	0.183	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	458.0	0.0	0.0	0.0	0.0	0.556	0.0	8300.818	0.0	0.0	0.133	0.0	0.0	0.0	0.0	14.665	0.0
CALCB	P10092	False	CALCB_HUMAN		CPI-SS07CF0C6E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.004	0.692	58.236	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.091	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	0.703	1.315	0.0	0.413	5.756	5672.38	0.0	0.0	0.0	2.547	0.0	0.0	0.0	0.0	4.771	2.847	0.0	0.0	0.0	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88989.023	0.0	0.0	0.0	0.001	0.0	0.0	0.071	0.0	0.871	0.0	0.0	0.0	0.0	207.114	65.452
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	0.0	0.003	0.002	0.0	0.0	0.0	0.0	69.317	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.81	0.0	21.651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.283	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0747FCACD	0.0	0.0	0.0	0.0	0.0	2.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.476	1.26	23.614	1.113	0.0	0.343	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.557	8.905
VIP	P01282	False	VIP_HUMAN		CPI-SS07835EECF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.008	4.279	0.035	0.023	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AVP	P01185	False	NEU2_HUMAN		CPI-SS00399ED03	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VIP	P01282	False	VIP_HUMAN		CPI-SS0C8A09915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.008	4.279	0.035	0.023	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	1.826	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.013	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	108.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GHRH	P01286	False	SLIB_HUMAN		CPI-SS003AFD9BA	0.0	0.02	0.454	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.265	0.0	0.0	0.0	0.936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VIP	P01282	False	VIP_HUMAN		CPI-SS05B60E59C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.008	4.279	0.035	0.023	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS02CCE14A7	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	1.826	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.013	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	108.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0A82945AA	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.034	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPY	P01298	False	PAHO_HUMAN		CPI-SS0A06F86B9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0445D021B	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.034	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPY	P01298	False	PAHO_HUMAN		CPI-SS0C2000B56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0A9F17199	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.034	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0FEF2FF5D	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.034	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPB	P16860	False	ANFB_HUMAN		CPI-SS023D39112	0.0	0.0	0.0	0.033	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	2.424	0.0	0.219	0.755	1.867	0.989	0.721	0.758	0.0	0.189	0.0	0.0	0.0	1.952	0.042	0.346	0.0	2.632	0.038	0.764	0.0	1.767	0.0	0.378	0.0	0.0	0.0	0.0	3.341	0.0	0.0	0.0	0.695	0.0	10.927	0.133	2.63	0.0	0.0	0.0	0.0	0.194	0.199	0.0
NPPB	P16860	False	ANFB_HUMAN		CPI-SS0779676D0	0.0	0.0	0.0	0.033	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	2.424	0.0	0.219	0.755	1.867	0.989	0.721	0.758	0.0	0.189	0.0	0.0	0.0	1.952	0.042	0.346	0.0	2.632	0.038	0.764	0.0	1.767	0.0	0.378	0.0	0.0	0.0	0.0	3.341	0.0	0.0	0.0	0.695	0.0	10.927	0.133	2.63	0.0	0.0	0.0	0.0	0.194	0.199	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0098B5107	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	1.826	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.013	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	108.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	1.826	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.013	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	108.382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	0.576	0.234	0.214	0.28	0.533	26.717	11.721	3.479	32.63	15.906	6.317	3.763	5.186	3.603	12.92	6.516	14.489	7.085	31.925	9.233	188.6	13.209	0.0	37.657	28.25	19.5	0.0	0.0	19.25	54.469	14.286	0.0	8.457	15.231	0.091	3.991	87.593	0.002	0.0	10.769	4.176	2.925	0.028	9.595
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.576	0.234	0.214	0.28	0.533	26.717	11.721	3.479	32.63	15.906	6.317	3.763	5.186	3.603	12.92	6.516	14.489	7.085	31.925	9.233	188.6	13.209	0.0	37.657	28.25	19.5	0.0	0.0	19.25	54.469	14.286	0.0	8.457	15.231	0.091	3.991	87.593	0.002	0.0	10.769	4.176	2.925	0.028	9.595
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	5.013	3.0	0.789	0.121	10.297	27.457	0.0	2.946	0.0	44.142	16.802	6.183	4.492	7.902	129.247	205.695	292.409	0.604	0.0	0.198	46.6	0.14	0.0	0.944	27.375	0.0	0.0	0.0	42.977	49.344	1.714	0.981	4.045	0.0	10.073	0.106	5.259	0.55	0.0	0.0	0.0	0.194	7.665	34.714
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	130.158	24.286	14.437	8.159	290.347	192.141	4.504	190.667	1.239	158.858	0.0	0.031	0.0	0.079	71.15	66.741	84.932	69.432	0.16	303.827	3.2	460.047	99.6	756.554	0.0	0.0	0.0	152.35	126.114	0.594	0.0	222.673	1.745	1.577	416.564	0.142	14.889	403.506	33.5	31.462	0.0	56.791	175.881	118.024
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.0	1.968	19.639	0.229	0.0	0.0	0.0	5.592	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.006	0.0	0.078	0.0	1.106	0.0	8.721	0.0	0.476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.345	0.0	0.0	9.658	0.0	0.0	0.0	1.05	17.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.576	0.234	0.214	0.28	0.533	26.717	11.721	3.479	32.63	15.906	6.317	3.763	5.186	3.603	12.92	6.516	14.489	7.085	31.925	9.233	188.6	13.209	0.0	37.657	28.25	19.5	0.0	0.0	19.25	54.469	14.286	0.0	8.457	15.231	0.091	3.991	87.593	0.002	0.0	10.769	4.176	2.925	0.028	9.595
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	49.608	0.038	0.0	0.0	20.614	2.304	0.357	1.979	12.87	8.943	0.0	0.0	0.0	0.024	3.085	58.842	86.795	0.0	24.755	0.087	209.1	7.884	0.533	0.326	169.75	125.667	0.0	20.4	133.136	161.531	8.286	9.308	0.683	0.0	2.418	9.628	26.519	0.0	0.0	0.0	0.0	0.0	0.142	39.095
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.576	0.234	0.214	0.28	0.533	26.717	11.721	3.479	32.63	15.906	6.317	3.763	5.186	3.603	12.92	6.516	14.489	7.085	31.925	9.233	188.6	13.209	0.0	37.657	28.25	19.5	0.0	0.0	19.25	54.469	14.286	0.0	8.457	15.231	0.091	3.991	87.593	0.002	0.0	10.769	4.176	2.925	0.028	9.595
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	29.057	0.006	0.002	0.838	40.194	0.0	0.0	12.908	50.674	1.047	0.0	0.0	0.0	0.013	0.055	0.0	0.0	1.82	0.0	0.009	0.0	18.116	2.4	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	2.827	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.015	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	12.43	4.52	4.152	9.18	1.811	0.0	0.0	2.338	0.0	0.0	0.0	0.0	0.0	0.005	0.038	0.064	0.0	1.933	0.0	12.843	0.0	12.07	16.8	13.811	0.0	0.0	0.0	6.5	2.023	0.0	0.0	91.058	0.002	0.0	16.982	0.0	0.0	24.201	0.0	0.0	0.0	26.358	12.114	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.576	0.234	0.214	0.28	0.533	26.717	11.721	3.479	32.63	15.906	6.317	3.763	5.186	3.603	12.92	6.516	14.489	7.085	31.925	9.233	188.6	13.209	0.0	37.657	28.25	19.5	0.0	0.0	19.25	54.469	14.286	0.0	8.457	15.231	0.091	3.991	87.593	0.002	0.0	10.769	4.176	2.925	0.028	9.595
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.576	0.234	0.214	0.28	0.533	26.717	11.721	3.479	32.63	15.906	6.317	3.763	5.186	3.603	12.92	6.516	14.489	7.085	31.925	9.233	188.6	13.209	0.0	37.657	28.25	19.5	0.0	0.0	19.25	54.469	14.286	0.0	8.457	15.231	0.091	3.991	87.593	0.002	0.0	10.769	4.176	2.925	0.028	9.595
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.576	0.234	0.214	0.28	0.533	26.717	11.721	3.479	32.63	15.906	6.317	3.763	5.186	3.603	12.92	6.516	14.489	7.085	31.925	9.233	188.6	13.209	0.0	37.657	28.25	19.5	0.0	0.0	19.25	54.469	14.286	0.0	8.457	15.231	0.091	3.991	87.593	0.002	0.0	10.769	4.176	2.925	0.028	9.595
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.576	0.234	0.214	0.28	0.533	26.717	11.721	3.479	32.63	15.906	6.317	3.763	5.186	3.603	12.92	6.516	14.489	7.085	31.925	9.233	188.6	13.209	0.0	37.657	28.25	19.5	0.0	0.0	19.25	54.469	14.286	0.0	8.457	15.231	0.091	3.991	87.593	0.002	0.0	10.769	4.176	2.925	0.028	9.595
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	130.158	24.286	14.437	8.159	290.347	192.141	4.504	190.667	1.239	158.858	0.0	0.031	0.0	0.079	71.15	66.741	84.932	69.432	0.16	303.827	3.2	460.047	99.6	756.554	0.0	0.0	0.0	152.35	126.114	0.594	0.0	222.673	1.745	1.577	416.564	0.142	14.889	403.506	33.5	31.462	0.0	56.791	175.881	118.024
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.329	0.0	0.0	0.011	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.23	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.576	0.234	0.214	0.28	0.533	26.717	11.721	3.479	32.63	15.906	6.317	3.763	5.186	3.603	12.92	6.516	14.489	7.085	31.925	9.233	188.6	13.209	0.0	37.657	28.25	19.5	0.0	0.0	19.25	54.469	14.286	0.0	8.457	15.231	0.091	3.991	87.593	0.002	0.0	10.769	4.176	2.925	0.028	9.595
CER1	O95813	False	CER1_HUMAN		CPI-SS0014DB67C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	5.013	3.0	0.789	0.121	10.297	27.457	0.0	2.946	0.0	44.142	16.802	6.183	4.492	7.902	129.247	205.695	292.409	0.604	0.0	0.198	46.6	0.14	0.0	0.944	27.375	0.0	0.0	0.0	42.977	49.344	1.714	0.981	4.045	0.0	10.073	0.106	5.259	0.55	0.0	0.0	0.0	0.194	7.665	34.714
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	5.013	3.0	0.789	0.121	10.297	27.457	0.0	2.946	0.0	44.142	16.802	6.183	4.492	7.902	129.247	205.695	292.409	0.604	0.0	0.198	46.6	0.14	0.0	0.944	27.375	0.0	0.0	0.0	42.977	49.344	1.714	0.981	4.045	0.0	10.073	0.106	5.259	0.55	0.0	0.0	0.0	0.194	7.665	34.714
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	21.93	122.997	273.694	26.393	27.175	11.891	0.0	59.929	42.739	26.311	1.008	0.0	17.034	0.0	24.795	39.883	70.307	33.216	0.632	23.793	16.7	66.326	3.533	7.18	0.375	0.0	0.0	10.65	205.205	2.969	0.0	9.327	2.209	0.0	22.891	0.009	16.889	115.185	0.0	0.0	0.0	18.821	246.841	17.548
